.070788,.0006
.232282,.0021
.389429,.0018
.547124,.0018
.704679,.0018
.861387,.0011
1.018846,.002
1.176573,.0021
1.333602,.0033
1.49119,.0038
1.647908,.0037
1.805163,.0031
1.962224,.0043
2.11976,.0046
2.276564,.0031
2.434796,.0034
2.591289,.0035
2.749263,.0047
2.905981,.0048
3.063922,.0019
3.22136,.0034
3.3784,.0036
3.536052,.0042
3.693028,.005
3.850036,.005
4.008074,.0048
4.164631,.0045
4.323102,.0046
4.479337,.005
4.636892,.004
4.794952,.0047
4.952379,.0051
5.107766,.0053
5.192988,.0057
5.209183,.0042
5.218047,.004
5.219958,.0053
5.221288,.0053
5.222029,.0039
5.222566,.0037
5.223059,.0035
5.223381,.0041
5.223864,.0047
5.224047,.0049
5.224272,.0036
5.224326,.0036
5.224519,.0036
5.104482,.0027
4.947828,.003
4.789994,.0037
4.631655,.0026
4.474046,.0027
4.317092,.0028
4.159448,.0029
4.002118,.0028
3.844638,.0021
3.687222,.002
3.530257,.0021
3.372658,.0025
3.215575,.0028
3.057795,.0014
2.900282,.0013
2.743156,.0016
2.585418,.0028
2.428432,.0007
2.270544,.0007
2.113589,.0017
1.955678,.0015
1.798584,.0016
1.641394,0
1.484536,-.0001
1.326787,-.0002
1.170134,.0014
1.012439,.0014
.855463,.0008
.698058,.0006
.541222,.0007
.383301,.0007
.226497,.0012
.069403,.0011
-.002275,-.0004
-.002275,.0006
