.069994,0
.231337,0
.388817,0
.546555,0
.703767,.0003
.860958,.0005
1.018277,.0008
1.176154,.0011
1.333194,.0014
1.490664,.0017
1.64735,.0022
1.804701,.0027
1.961538,.0032
2.11917,.0037
2.275953,.0049
2.434216,.0052
2.590495,.0056
2.748361,.007
2.90538,.0074
3.063332,.0088
3.22077,.0091
3.37782,.0107
3.535333,.0109
3.692384,.0125
3.849789,.0127
4.006969,.0146
4.164492,.0148
4.322275,.0168
4.478779,.017
4.636463,.0191
4.794351,.0193
4.951638,.0215
5.107562,.0217
5.193836,.0233
5.215912,.0236
5.218659,.0237
5.22043,.0237
5.221728,.0237
5.222651,.0237
5.22307,.0237
5.223735,.0237
5.223843,.0237
5.224326,.0237
5.22468,.0237
5.226257,.0236
5.226311,.0236
5.226289,.0236
5.104514,.0236
4.947442,.0218
4.789468,.0216
4.631698,.0196
4.473638,.0193
4.316727,.0173
4.158847,.0171
4.001849,.0151
3.844069,.0149
3.686921,.013
3.529581,.0128
3.372036,.0111
3.214685,.0109
3.057333,.0094
2.899338,.009
2.742319,.0076
2.584517,.0073
2.428035,.0062
2.270029,.0058
2.113031,.0055
1.955195,.0043
1.798047,.0039
1.640589,.0036
1.484085,.003
1.326626,.0024
1.169372,.002
1.011805,.0016
.854787,.0012
.697832,.0008
.540395,.0005
.382818,.0002
.225864,0
.069114,0
-.002189,-.0002
-.002189,0
