.069672,.0007
.230972,.0007
.38841,.0007
.546351,.0007
.703767,.0007
.860657,.0008
1.018309,.0008
1.175639,.0009
1.332454,.001
1.49032,.001
1.647039,.0011
1.80439,.0017
1.961291,.0019
2.118762,.0021
2.275802,.0022
2.433937,.0024
2.590173,.0026
2.748168,.0027
2.904854,.0029
3.062635,.0031
3.220351,.0033
3.377112,.0035
3.534871,.0037
3.691504,.0038
3.849048,.004
4.006378,.0042
4.163622,.0044
4.321116,.0046
4.477996,.0049
4.635658,.0051
4.793224,.0053
4.951016,.0055
5.106682,.0057
5.193482,.0059
5.207466,.006
5.214066,.0061
5.217285,.0061
5.219614,.0061
5.221042,.0061
5.222061,.0061
5.222748,.0061
5.223585,.0061
5.223928,.0061
5.224261,.0061
5.224304,.0061
5.224444,.0061
5.225055,.0061
5.103538,.0061
4.946465,.0061
4.788792,.006
4.630872,.0057
4.472855,.0055
4.315826,.0053
4.15831,.0051
4.000937,.0049
3.843425,.0046
3.686309,.0044
3.529237,.0043
3.371671,.0041
3.21433,.0039
3.0567,.0037
2.898705,.0035
2.741943,.0033
2.584163,.0031
2.427659,.003
2.269717,.0028
2.112602,.0026
1.955066,.0025
1.797876,.0023
1.640546,.0022
1.483602,.0021
1.326154,.002
1.169286,.002
1.011666,.0019
.854486,.0019
.697543,.0018
.540277,.0017
.382475,.0016
.225757,.0015
.068781,.0014
-.002307,.0003
-.002307,.0013
