.069489,0
.230972,0
.388335,0
.546094,0
.704186,0
.861119,0
1.018427,.0004
1.176143,.0006
1.333151,.001
1.490589,.0014
1.647189,.0018
1.804519,.0023
1.961462,.0028
2.118859,.0033
2.276157,.0045
2.434012,.0049
2.590376,.0053
2.748608,.0067
2.905079,.0071
3.062839,.0075
3.22019,.0094
3.377584,.0097
3.535419,.0112
3.692234,.0115
3.849445,.0132
4.007033,.0135
4.163869,.0155
4.32161,.0158
4.478554,.0179
4.636367,.018
4.793976,.0202
4.951724,.0204
5.107015,.0228
5.197013,.0229
5.209515,.0233
5.215279,.0237
5.218251,.0237
5.220473,.0237
5.221857,.0237
5.222662,.0237
5.223274,.0238
5.223886,.0238
5.224336,.0238
5.224615,.0238
5.224884,.0238
5.225109,.0238
5.225302,.0238
5.103656,.0238
4.947088,.022
4.788899,.0218
4.630915,.0197
4.473188,.0196
4.316373,.0174
4.158664,.0173
4.001442,.0152
3.843747,.0151
3.686631,.0132
3.529291,.013
3.371864,.0113
3.214577,.011
3.057,.0093
2.899252,.0091
2.742373,.0088
2.584463,.007
2.427788,.0067
2.269835,.0063
2.112656,.0049
1.955109,.0046
1.798047,.0042
1.640846,.0034
1.483763,.0029
1.326294,.0026
1.16905,.0021
1.011816,.0016
.854207,.0012
.697446,.0008
.540202,.0006
.382797,.0003
.225961,0
.068953,0
-.002157,0
-.002157,0
