.070648,-.0031
.232518,-.001
.389665,-.0011
.547274,-.0038
.704669,-.0015
.861505,-.0027
1.018545,.0003
1.176659,-.0014
1.333463,.0008
1.491157,.0006
1.647833,.0002
1.805227,.0027
1.962364,.0025
2.119792,.0022
2.276704,.0019
2.434807,.0018
2.59116,.0035
2.749102,.0035
2.906024,.0055
3.063525,.0056
3.221167,.0074
3.37855,.0069
3.535633,.0079
3.692867,.0084
3.849982,.0104
4.007677,.0106
4.1649,.0127
4.322554,.0124
4.479466,.0124
4.636968,.0127
4.794845,.0153
4.952475,.0169
5.107959,.0166
5.192967,.0175
5.206672,.0191
5.217779,.019
5.219818,.0183
5.220956,.0189
5.222018,.0202
5.222812,.0203
5.222995,.0202
5.223628,.0198
5.223843,.0194
5.223939,.0214
5.224111,.021
5.224036,.0213
5.224379,.0215
5.104708,.0216
4.947893,.0208
4.789715,.0171
4.631956,.0174
4.474068,.0163
4.316877,.016
4.15934,.0126
4.002107,.0129
3.844552,.0123
3.687286,.012
3.530257,.0103
3.372712,.0095
3.215414,.0093
3.057741,.0068
2.899939,.0064
2.74307,.0063
2.585011,.004
2.428593,.0021
2.270554,.0024
2.11301,.0012
1.955614,.0019
1.798584,.0008
1.641555,-.0007
1.484343,-.0016
1.326991,-.0013
1.169769,-.0013
1.012267,-.0035
.854948,-.0038
.697822,-.0015
.540803,-.0018
.383108,-.0039
.226476,-.0013
.068738,-.0005
-.00278,.0013
-.00278,-.0002
